CCL18	-12.6321408535872
NPTX2	-10.8854755524643
CCL3-AS1	-10.6947432571019
CCL13	-8.82721355472922
CA2	-8.64385133624791
FCER2	-8.44269026567532
IL19	-8.33580867505733
CAPN1	-8.324739118472
ADORA3	-8.12295246675993
DUOX1	-8.03661514844446
NTRK1	-8.02391221194628
BCL6	-7.82822346548816
BEST2	-7.75424233688721
FKBP5	-7.70907132175674
MS4A4A	-7.67906828977253
KAZN	-7.56618493420735
CCL26	-7.47258691636766
SLCO4A1	-7.34385508774766
FLVCR2	-7.08248385610703
CYP4B1	-6.80344769373613
ASPG	-6.78905065692875
ANXA8	-6.70802262072775
PDPN	-6.66743965637458
CLEC4G	-6.65448784899657
SLC6A1	-6.54563473396131
SAA2	-6.53015696281517
DKK1	-6.40629010226324
SLC5A5	-6.35972457874228
LTBR	-6.33704047433568
TIMD4	-6.23966400140306
PROK1	-6.19520174311614
C1QB	-6.17958298343849
CEBPD	-6.16049913594328
SLC35F6	-6.12549694113832
EPHA1	-6.09900881537536
SEPTIN9	-6.04342310541256
CD163	-5.99862383139989
ALOX15	-5.99383968481003
NBEAL2	-5.98002400638253
CFP	-5.95875617552915
MTSS1	-5.8821335586026
SPRR2C	-5.81268232315919
FGFR3	-5.78211872787876
DUOXA1	-5.74699253506719
EXOC3	-5.72702949080278
SCN9A	-5.63370140435445
KLHL29	-5.60953513039079
DLG5	-5.56646244086357
MAPKAPK3	-5.54965228387274
VSIG4	-5.54907705141483
CD44	-5.49624656325615
MMP12	-5.4525051601323
CYP2E1	-5.44505883155207
P2RY12	-5.42078161494584
MTA2	-5.3673902441161
PLPP2	-5.33500783131866
WFDC2	-5.29943656869048
P2RY14	-5.28304036007949
KRT38	-5.2745653289773
CSNK1G2	-5.27094965355616
MAT1A	-5.26951086907789
TRIM17	-5.2684054114793
MS4A6A	-5.26299519408185
FAM102A	-5.2447855260425
TRAF7	-5.20923552452866
NCF2	-5.20806805621375
IGKV1-12	-5.18666368575665
MCL1	-5.11895620334997
CNR1	-5.10053506008262
CD209	-5.04537738422333
SLC19A2	-5.01367829296652
COL6A6	-5.00809193015611
B4GALNT3	-4.986618046012
SCNN1G	-4.95944323063322
NFKBIZ	-4.94595081124968
GFRA2	-4.94536421135931
SCRIB	-4.93163667220294
DGKQ	-4.9294109036663
GALNT15	-4.90284064363262
WBP1L	-4.89644887481272
HIVEP3	-4.87179262336778
PDK4	-4.86675850707284
CDC42EP1	-4.83780005703065
TNS4	-4.80296585876845
NUP210	-4.79297783865928
BAIAP2	-4.79170301901072
DUOX2	-4.78492537844949
RALBP1	-4.77106113265063
CISH	-4.74686506073968
HRH1	-4.73497453083391
OGFRL1	-4.73429457171616
HES2	-4.68856475473511
MMP28	-4.66063091229979
RPS6KA4	-4.65255126903709
MAOA	-4.60149453606225
ETS2	-4.58561651239789
FAM83F	-4.57857734541554
CLDND1	-4.5316197517076
MRC1	-4.52873785013112
SAMHD1	-4.50778123697527
MS4A7	-4.48470030705983
VNN3	-4.48308240763553
SLC16A14	-4.4614740088342
FOXK2	-4.4531791095448
LRRC8B	-4.44797839377575
TOGARAM2	-4.4234213075648
SNRK	-4.4095705419043
NLRP2	-4.40198232656544
TRIM35	-4.3957016886215
BICDL2	-4.3917635242399
SLC22A3	-4.38987228621579
LYPD5	-4.38981168763722
GEN1	-4.38163491879619
DVL1	-4.33732573406646
MAP3K6	-4.32885436213827
CTSC	-4.30405690841839
FAM83D	-4.29862193979736
RASGRP1	-4.28731598692187
C1QC	-4.27153991056209
CCND3	-4.26731288627776
ANXA8L1	-4.25779695089919
SERPINB13	-4.25219117510847
ZBTB16	-4.25156857770095
COL6A5	-4.24269438039605
F13A1	-4.21178291248967
NFKBIA	-4.20779197961115
CES2	-4.1986987272889
PLTP	-4.19000173888042
P2RY1	-4.17727698569738
GRB7	-4.17313783379313
ZNF655	-4.16905075540284
CEP170B	-4.16525337800237
DSG3	-4.14880905690567
ABR	-4.13613877338139
LURAP1L	-4.10373649531859
HEPHL1	-4.10288730270093
RIPK4	-4.10086413224124
GPRIN2	-4.09988488495982
DPP9	-4.09963158542163
NBPF3	-4.09961960765726
SUCNR1	-4.09152024086692
ENTPD2	-4.08602027116489
PLA2G4F	-4.07014162128713
FMO1	-4.063404674923
BTBD3	-4.0622179843716
PLXNB1	-4.05769278141096
PTP4A3	-4.05273650532586
SPRR2A	-4.05198258842369
TNIP3	-4.03923258132887
CLEC16A	-4.01163907991216
SPRR2D	-4.00165946386979
NIPAL4	-3.99923891438813
SLC6A2	-3.99207000675782
GLUL	-3.98894858750291
PRRG4	-3.98731578963654
ZC3H12A	-3.98250371930021
HRH2	-3.95666640867364
TGFA	-3.95192167528293
KLF9	-3.94975749041545
GIT1	-3.92701205349924
GAK	-3.92457272393926
OR7A5	-3.91050048552667
IGLV1-40	-3.90606332512674
SERPINB4	-3.90072952254341
EDN2	-3.89380811761051
HAS2	-3.89323279724725
IL36A	-3.89122043547043
PABPC4	-3.88512680367687
CD180	-3.88464182774462
C1orf162	-3.85916495772949
SLC7A8	-3.85591688409553
MATK	-3.85125548502572
CR1	-3.84548816382184
TPPP3	-3.83279070276662
MYO7B	-3.83008449897004
TEAD3	-3.82977574501674
PTMA	-3.82773483132081
OSBPL5	-3.82738583589456
DUSP7	-3.81812725685425
AP2A2	-3.7812694788014
SECTM1	-3.78046375170366
PDZK1IP1	-3.77039867228986
ELF3	-3.76839354696545
AQP3	-3.74276359635315
C3AR1	-3.73896896678731
ESPL1	-3.73470584726971
SMG5	-3.72721987291447
HNRNPA1P33	-3.72053147724545
GNA15	-3.71197952821073
ANO1	-3.70865641351967
SLC12A9	-3.69742743772072
MDM2	-3.69242926131388
TNKS1BP1	-3.68869134748263
ABLIM2	-3.67416428852092
LEO1	-3.67072441262482
LLGL2	-3.66938129354826
MT1E	-3.66768661492019
SMAP2	-3.65766199101731
STK40	-3.6517093220869
HPSE	-3.64618975465875
STAT6	-3.6416449225718
BATF3	-3.63479396978569
MFSD2A	-3.61636490879576
FRMD8	-3.60799879269121
ZDHHC11	-3.60327623448439
SIRPB2	-3.59579174445307
STIL	-3.59277293240696
CARM1	-3.59060034999854
CACNB4	-3.59057861273537
GBAP1	-3.58465767738402
LY6D	-3.57636700284388
CCL23	-3.5718556339669
RAB35	-3.56830029851677
MT1M	-3.55668798808691
TTC9	-3.55524965009094
TMC5	-3.55430306396833
AP3D1	-3.54281917078247
ARHGAP27	-3.53235886718318
FBXO22	-3.52245036822178
NIPA1	-3.51302057843264
TFEC	-3.50609497463771
CALM1	-3.50569555529807
SLCO2B1	-3.50541769885511
NAMPTP1	-3.50042937765062
CNTF	-3.49217231718308
PHF2P2	-3.49140905756948
EGLN3	-3.47074824772679
PCNX3	-3.46942609630233
S100A12	-3.46742123312505
SLC9A3-AS1	-3.45507593792913
BAP1	-3.45130485045227
SCAMP4	-3.44830164501662
PHLDB3	-3.44421078189314
IKZF2	-3.44353012029207
ALKAL2	-3.440899718812
DHX37	-3.43959363754375
MROH1	-3.43527610962003
PASK	-3.42828970373832
SCAMP2	-3.42220098848686
DSG4	-3.41881230198098
ZNF121	-3.41849761797334
SIGLEC1	-3.41820592832882
DNM2	-3.4181743624342
CTTN	-3.41761364894713
DDX54	-3.41079997469443
AMMECR1	-3.41069092837051
SBNO2	-3.41030826752783
MNT	-3.40446558045061
EPPK1	-3.39614588282746
IL1R2	-3.39392638328726
CD9	-3.38636574263566
CASP7	-3.38426426281501
TMEM241	-3.38171542781905
EPS8L2	-3.36765534564109
CA12	-3.35440899222745
IKBKE	-3.3543659859454
LSS	-3.35019364567192
SPRR3	-3.34973310285256
ARNTL2	-3.3446677812614
EDEM1	-3.34308067999115
SFT2D2	-3.33372056865862
ITPRIP	-3.33169382918375
SREBF2	-3.33049180741023
ITGAM	-3.32203972909942
ANXA4	-3.32011605836776
PIK3R5	-3.31527475010453
TTC7A	-3.31395509735984
PI3	-3.30436285869982
CAPN15	-3.30245289156331
LRRC8A	-3.30109279176145
NFATC2IP	-3.29187406442822
GPR153	-3.29030862808918
KLHL21	-3.28116411046368
A2ML1	-3.28052349244122
CCL17	-3.27761445234955
RNF144B	-3.27612157973731
GATB	-3.27314882997587
MT2A	-3.27080993426806
KRTAP13-1	-3.26875421628255
UGCG	-3.25684038680832
PIEZO1	-3.25092755776923
DOT1L	-3.24876086013207
MTHFR	-3.24508566573407
MACROH2A1	-3.24256355622983
PLXNB2	-3.238943892372
ALOX12B	-3.23777320767149
PEPD	-3.23550203310709
DNAJB6	-3.22507109341045
SPRR2F	-3.2182761580428
DEFB4B	-3.21483166916678
STK35	-3.21153852737814
MFSD1	-3.2083422205498
NAPRT	-3.2077102416101
UGT1A7	-3.19759016740713
TBXAS1	-3.19421141912073
SOCS1	-3.18513200371721
DIAPH1	-3.18149089315247
DPY19L1	-3.17964043431297
R3HDM4	-3.17920619716513
MCM4	-3.17858361927786
WDFY2	-3.17508166439247
PNPLA6	-3.17433657748827
TMIGD3	-3.1715499472982
COLGALT1	-3.16882569285664
ATP6V1C2	-3.16842190141852
CHFR	-3.16508053453574
EPHA2	-3.16319523882787
SLA	-3.15872658481213
MYO19	-3.15604430277296
TMX1	-3.15161709305332
FHIP2B	-3.14571988950031
TUBGCP2	-3.13483754910717
PPFIBP2	-3.13252857285108
HS6ST1	-3.13188575743975
C12orf75	-3.13058816978403
PLCB3	-3.12863328560153
SPRR2B	-3.12699733655819
MAP3K8	-3.12685323946882
TRIM15	-3.12137985969894
CXCL1	-3.11538620010536
CEBPG	-3.10787579729432
LMNA	-3.10108793110943
PNRC2	-3.09876940338853
HAVCR2	-3.09598582807899
ZBTB7B	-3.09476792235794
CDK2	-3.0942566266269
EZH2	-3.08774029938162
AKT2	-3.08739062990491
ITPR3	-3.08713739651721
GRHL3	-3.08587936446709
RAB10	-3.08563586136223
E2F4	-3.08408344729448
CSF3	-3.08342134591793
PI4K2B	-3.07512114866244
PCSK7	-3.07281416093241
S100A7A	-3.07131455710127
BNIP3	-3.0639046875999
ACTR3	-3.06277136979771
FUT2	-3.05569767337439
TMEM33	-3.05556781842274
CHMP1A	-3.04072039800377
MYO10	-3.03838617462192
TMPRSS4	-3.03356040766402
LRRC25	-3.03019990691965
LMNB2	-3.02608025497987
ACO2	-3.02259301409041
ZNF431	-3.02217758246337
STOM	-3.01841074901437
FGD2	-3.01600665917269
AP2A1	-3.01367466242148
IGFBP3	-3.01062185722505
NIBAN2	-2.99870998172546
STRN4	-2.99355366816991
SH3GL1	-2.98415956019605
M6PR	-2.9817512385233
CDC7	-2.98104703190474
RNF19B	-2.97858486072768
SRSF4	-2.97818596599491
LILRB5	-2.97473562566453
ANPEP	-2.96608922454606
SLC20A2	-2.96507248015067
SMARCD2	-2.96462520428654
KRT5	-2.96372323641622
AP1M2	-2.96318685273924
LINS1	-2.96097672092643
TNFAIP8	-2.95880665512852
ARRDC1	-2.95632390122289
UBE2K	-2.95013262646852
DEFB4A	-2.9497184193789
IDH3A	-2.94735738783779
TEAD4	-2.94337177553999
ARMC6	-2.94215114335544
OSMR	-2.93935524831814
BCR	-2.93830738675558
CCDC85C	-2.93627648359626
ARF6	-2.93518287856958
STIM1	-2.93354671283395
SPCS3	-2.93307701407676
HNRNPF	-2.93174897296916
GRK2	-2.92786413564447
PRSS22	-2.9271001498064
DNMT1	-2.92147609472419
KATNBL1	-2.92094045122861
FRMD5	-2.91020446623622
DEK	-2.90703652625102
SS18	-2.90422967121369
ZNF598	-2.90305411701469
GPSM2	-2.9013081249199
PLEKHM2	-2.8993989410132
CAPZA1	-2.89852370936792
MINK1	-2.89799975400599
ADAM15	-2.89506311430779
LILRA1	-2.89086440134607
NAPG	-2.8901715013694
TNFRSF1A	-2.88915942867075
PRDM2	-2.88727441953692
EFHD2	-2.88594588003507
P2RY2	-2.88472454582205
OR7C1	-2.8797481980834
POLD1	-2.87963291357553
ZDHHC21	-2.87882003423939
DOK2	-2.87145978987441
FCGR2A	-2.8679231398491
TRIM25	-2.86432003237235
RIN2	-2.86161194758626
ADGRF1	-2.85699493983428
WDR90	-2.85653349474583
PTGIS	-2.85548413967047
QSOX2	-2.85453483555579
LINC00958	-2.85145906648321
SHROOM2	-2.85071452533577
CCR1	-2.84939347103026
IL1R1	-2.84539948610252
TAP1	-2.83800935902351
TMPO	-2.83691496126513
SEH1L	-2.83581998972503
ANGPTL4	-2.82471246140177
EIF1AX	-2.81380402577826
PROM2	-2.80958662885631
EVPL	-2.8085308161385
ENKUR	-2.80730093482203
SMARCA4	-2.80545354051296
ITPKC	-2.80353553350905
CCNE1	-2.80150596844765
LSR	-2.79917273439038
NOD2	-2.79377362474137
AP1S3	-2.79158183940084
HIP1R	-2.78957939035635
MARCHF1	-2.78651992091876
IRAG2	-2.78567454480878
PRKCI	-2.77997184049887
NDEL1	-2.77235717912308
CARD14	-2.76786736371617
SERPINB3	-2.76546834915704
LTF	-2.7649898182609
PTPN2	-2.76432382185127
TSPAN17	-2.7604886864962
ECT2	-2.75944561666396
PELATON	-2.75000129247993
CLUH	-2.74008866125871
NCAPH	-2.73880240915354
XIST	-2.7364141107624
LRRC38	-2.73582799750427
MYO1C	-2.73476403775799
PLA2G2A	-2.73295635314629
PHRF1	-2.73133424269191
EFTUD2	-2.72508518416626
GRWD1	-2.71871304926759
WFDC5	-2.71623990078065
AMD1	-2.71615861805545
LYNX1	-2.71514800964975
C6orf132	-2.71384681197977
PPP2R2C	-2.7115921196959
UHRF1	-2.70839027949672
TGM1	-2.702981955108
LDLR	-2.70267300386706
RBL1	-2.70156539244278
SOD2	-2.69685115296466
BIRC3	-2.69027295033456
BEST1	-2.6881720982644
SLC26A9	-2.68707437488733
SMPD3	-2.68635092342984
FAM107A	-2.6833027273143
ZBED6CL	-2.68283419397486
TCHHL1	-2.68077720547814
ARHGEF1	-2.67982509936511
KTN1	-2.67300376021253
LILRA6	-2.67242248765451
STARD8	-2.67030323481283
PLEKHA7	-2.66950627132554
TMEM165	-2.66929143425556
SLC35A4	-2.66881576098798
PPP6R1	-2.66833479396561
LMO7	-2.66543515238881
LILRB3	-2.66506428413657
ARSF	-2.6630779901742
LILRB2	-2.66207239243713
PTK2B	-2.66004412078433
ESRP2	-2.65526330052205
ASPHD2	-2.65308705986782
MON1B	-2.65290674216523
DYNC1LI1	-2.64708597035095
TMEM79	-2.63838511630229
TNFRSF10A	-2.63760999807178
SMPDL3A	-2.63489174738224
AP1B1	-2.63135152328174
ZWINT	-2.62965328157911
